Number	sp	SITE	FIRE_AGE	FIRE_SEVERITY	BLOCK	TREATMENT	TRANSECT_COMBO	transect	FIELD_NO	ORDER	FAMILY	GENUS	SUB_GENUS	SPECIES	SEX	FLOWER_CODE	USDA_CODE	FLOWER_SPECIES	COUNTRY	STATE	COUNTY	LATITUDE	LONGITUDE	DATE	TIME	COLLECTOR	DETERMINED_BY	NOTES	VERIFIED_BY	value	yr	newID	Idlevel
7309	Strymon__melinus	HE	NEW	HI	1	HENEWHI	HENEWHI1_2	HEHI1_2	43728CHS	Lepidoptera	Lycaenidae	Strymon		melinus	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/28/2014	02:43:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Strymon__melinus	s
7310	Strymon__melinus	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	43819LR	Lepidoptera	Lycaenidae	Strymon		melinus	M	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/19/2014	03:39:00 PM	L.Roberts	E.G.Reese	GRAY ORANGE BUTTERFLY		1	2014	Strymon__melinus	s
7131	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	27717CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ASTMIS	ASMI9	Astragalus miser	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	03:25:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7132	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_4	HEMX1_4	19818CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.72	08/18/2014	12:33:00 PM	C.H.Sweet	E.G.Reese	ORANGE BUTTERFLY		1	2014	Plebejus__melissa	s
7133	Plebejus__melissa	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_5	PVHI2_5	19716CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ANAMAR	ANMA	Anaphalis margaritacea	USA	MT	Park Co.	45.26	-110.49	07/16/2014	03:50:00 PM	C.Qubain	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7134	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	35LH62315	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ASTFLE	ASFL2	Astragalus flexuosus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/23/2015	12:35:00 PM	L.Hamburg	E.G.Reese	S BF		1	2015	Plebejus__melissa	s
7135	Plebejus__melissa	HE	NEW	HI	2	HENEWHI	HENEWHI2_1	HEHI2_1	5885CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	HETVIL	HEVI4	Heterotheca villosa	USA	MT	Lewis & Clark Co.	46.7	-111.73	08/05/2014	05:24:00 PM	C.H.Sweet	E.G.Reese	BOMBYLIID		1	2014	Plebejus__melissa	s
7136	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	2279PM	Lepidoptera	Lycaenidae	Plebejus		melissa	M	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2014	03:33:00 PM	P.M.	E.G.Reese	BUTTERFLY		1	2014	Plebejus__melissa	s
7137	Plebejus__melissa	PV	MX	MX	1	PVMX	PVMX1_8	PVMX1_8	4ES71615	Lepidoptera	Lycaenidae	Plebejus		melissa	M	TRIPAR	TRPA5	Trifolium parryi	USA	MT	Park Co.	45.26	-110.48	07/16/2015	01:00:00 PM	E.Sawyer	E.G.Reese	BLUE BUTTERFLY		1	2015	Plebejus__melissa	s
7138	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	20611LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ASTLAX	ASLAR	Astragalus laxmannii var robustior	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	04:30:00 PM	L.Roberts	E.G.Reese	BROWN BUTTERFLY		1	2014	Plebejus__melissa	s
7139	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4		Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE4	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	08/06/2014	04:11:00 PM	L.Roberts	-	NOT CAUGHT, SAME AS 35730LR BLUE GRAY BUTTERFLY; Data error: changed date from 8/1/14		1	2014	Plebejus__melissa	s
7140	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	28717CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	LUPSER	LUSE	Lupinus sericeus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	03:25:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7141	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	47717LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	MEDLUP	MELU	Medicago lupulina	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	02:21:00 PM	L.Roberts	E.G.Reese	BROWN ORANGE AND WHITE BUTTERFLY		1	2014	Plebejus__melissa	s
7142	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	34LH72015	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/20/2015	03:06:00 PM	L.Hamburg	E.G.Reese	BLUE BF		1	2015	Plebejus__melissa	s
7143	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	41612CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.74	-111.76	06/12/2014	04:30:00 PM	C.H.Sweet	E.G.Reese	BLUE GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7144	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	2LH71315	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/13/2015	11:54:00 AM	L.Hamburg	E.G.Reese	S BLUE BF		1	2015	Plebejus__melissa	s
7145	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	35811CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/11/2014	03:41:00 PM	C.H.Sweet	E.G.Reese	GREY BUTTERFLY		1	2014	Plebejus__melissa	s
7146	Plebejus__melissa	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	18703BM	Lepidoptera	Lycaenidae	Plebejus		melissa	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/03/2014	11:50:00 AM	B.M.	E.G.Reese	BUTTERFLY		1	2014	Plebejus__melissa	s
7147	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	26717CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	03:25:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7148	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	35LH72015	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/20/2015	03:06:00 PM	L.Hamburg	E.G.Reese	BLUE BF		1	2015	Plebejus__melissa	s
7149	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	10FA7715	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/07/2015	01:38:00 PM	F.Ambrose	E.G.Reese	S BF BLU		1	2015	Plebejus__melissa	s
7150	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	35811LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SYMERI	SYERE	Symphyotrichum ericoides	USA	MT	Lewis & Clark Co.	46.74	-111.76	08/11/2014	04:49:00 PM	L.Roberts	E.G.Reese	ORANGE BUTTERFLY		1	2014	Plebejus__melissa	s
7151	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	13611CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	12:12:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7152	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	1LH71315	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/13/2015	11:54:00 AM	L.Hamburg	E.G.Reese	S BLUE BF		1	2015	Plebejus__melissa	s
7153	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_8	HEMX2_8	5886CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SYMASC	SYAS3	Symphyotrichum ascendens	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/06/2014	05:35:00 PM	C.H.Sweet	E.G.Reese	ORANGE BUTTERFLY		1	2014	Plebejus__melissa	s
7154	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_1	HEUN1_1	2186CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	10:57:00 AM	C.H.Sweet	E.G.Reese	GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7155	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_9	HEMX2_9	47819CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SYMFAL	SYFAF	Symphyotrichum falcatum	USA	MT	Lewis & Clark Co.	46.69	-111.71	08/19/2014	05:06:00 PM	C.H.Sweet	E.G.Reese	GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7156	Plebejus__melissa	HE	NEW	HI	2	HENEWHI	HENEWHI2_5	HEHI2_5	6587CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SYMFAL	SYFAF	Symphyotrichum falcatum	USA	MT	Lewis & Clark Co.	46.7	-111.74	08/07/2014	03:47:00 PM	C.H.Sweet	E.G.Reese	ORANGE BUTTERFLY		1	2014	Plebejus__melissa	s
7157	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	45LH62215	Lepidoptera	Lycaenidae	Plebejus		melissa	M	GAIARI	GAAR	Gaillardia aristata	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/22/2015	04:20:00 PM	L.Hamburg	E.G.Reese	BLUE BF		1	2015	Plebejus__melissa	s
7158	Plebejus__melissa	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_8	PVHI2_8	17731CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ANAMAR	ANMA	Anaphalis margaritacea	USA	MT	Park Co.	45.26	-110.49	07/31/2014	12:25:00 PM	C.Qubain	E.G.Reese	BROWN BUTTERFLY		1	2014	Plebejus__melissa	s
7159	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9		Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE3	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/31/2014	03:45:00 PM	C.H.Sweet	-	NOT CAUGHT, SAME AS 38730CHS		1	2014	Plebejus__melissa	s
7160	Plebejus__melissa	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11	3679LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/09/2014	02:25:00 PM	L.Roberts	E.G.Reese	BROWN AND WHITE BUTTERFLY		1	2014	Plebejus__melissa	s
7161	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	29811LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.74	-111.76	08/11/2014	04:49:00 PM	L.Roberts	E.G.Reese	ORANGE GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7162	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_3	HEUN1_3	44730CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/30/2014	03:49:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7163	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	36LH72015	Lepidoptera	Lycaenidae	Plebejus		melissa	M	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/20/2015	03:06:00 PM	L.Hamburg	E.G.Reese	BLUE BF		1	2015	Plebejus__melissa	s
7164	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_2	HEUN1_2	41730LRwrong	Lepidoptera	Lycaenidae	Plebejus		melissa	F	LIAPUN	LIPU	Liatris punctata	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/30/2014	02:54:00 PM	L.Roberts	E.G.Reese	Labeling error: wrong id., belongs to BROWN BUTTERFLY - H. colorado		1	2014	Plebejus__melissa	s
7165	Plebejus__melissa	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	8FA6315	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ASTMIS	ASMI9	Astragalus miser	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/03/2015	04:40:00 PM	F.Ambrose	E.G.Reese	BLACK WASPY		1	2015	Plebejus__melissa	s
7166	Plebejus__melissa	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	25814CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/14/2014	01:00:00 PM	C.Qubain	E.G.Reese	BROWN BUTTERFLY		1	2014	Plebejus__melissa	s
7167	Plebejus__melissa	PV	UN	UN	2	PVUN	PVUN2_6	PVUN2_6	1818CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Park Co.	45.25	-110.42	08/18/2014	11:05:00 AM	C.Qubain	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7168	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_7	HEUN1_7	20811CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CIRARV	CIAR4	Cirsium arvense	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/11/2014	03:00:00 PM	C.H.Sweet	E.G.Reese	GREY BUTTERFLY		1	2014	Plebejus__melissa	s
7169	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	3LH71315	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/13/2015	11:54:00 AM	L.Hamburg	E.G.Reese	S BLUE BF		1	2015	Plebejus__melissa	s
7170	Plebejus__melissa	HE	NEW	HI	1	HENEWHI	HENEWHI1_6	HEHI1_6	3187CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	SYMFAL	SYFAF	Symphyotrichum falcatum	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/07/2014	12:53:00 PM	C.H.Sweet	E.G.Reese	GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7171	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	2FA71315	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/13/2015	11:54:00 AM	F.Ambrose	E.G.Reese	S BLUE BF		1	2015	Plebejus__melissa	s
7172	Plebejus__melissa	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_3	PVHI2_3	13716CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.49	07/16/2014	02:50:00 PM	C.Qubain	E.G.Reese	BUTTERFLY		1	2014	Plebejus__melissa	s
7173	Plebejus__melissa	PV	MX	MX	2	PVMX	PVMX2_2	PVMX2_2	4729CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Park Co.	45.27	-110.47	07/29/2014	10:40:00 AM	C.Qubain	E.G.Reese	BROWN BUTTERFLY		1	2014	Plebejus__melissa	s
7174	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_4	HEMX1_4	5186CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.72	08/06/2014	03:58:00 PM	C.H.Sweet	E.G.Reese	ORANGE BUTTERFLY		1	2014	Plebejus__melissa	s
7175	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	13716CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/16/2014	03:00:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7176	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	1FA71315	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/13/2015	11:54:00 AM	F.Ambrose	E.G.Reese	S BLUE BF		1	2015	Plebejus__melissa	s
7177	Plebejus__melissa	HE	NEW	HI	1	HENEWHI	HENEWHI1_9	HEHI1_9	15FA7615	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/06/2015	02:21:00 PM	F.Ambrose	E.G.Reese	RM BLUE BF		1	2015	Plebejus__melissa	s
7178	Plebejus__melissa	PV	MX	MX	2	PVMX	PVMX2_1	PVMX2_1	30812CQ	Lepidoptera	Lycaenidae	Plebejus		melissa	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.47	08/12/2014	02:00:00 PM	C.Qubain	E.G.Reese	BROWN BUTTERFLY		1	2014	Plebejus__melissa	s
7179	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9	26LH72015	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/20/2015	02:50:00 PM	L.Hamburg	E.G.Reese	BLUE BF		1	2015	Plebejus__melissa	s
7180	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4	35730LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/30/2014	02:11:00 PM	L.Roberts	E.G.Reese	BLUE GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7181	Plebejus__melissa	PV	MX	MX	1	PVMX	PVMX1_7	PVMX1_7	5ES7215	Lepidoptera	Lycaenidae	Plebejus		melissa	M	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/02/2015	12:43:00 PM	E.Sawyer	E.G.Reese	BLUE BUTTERFLY		1	2015	Plebejus__melissa	s
7182	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	9725LR	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ERICAE	ERCA2	Erigeron caespitosus	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/25/2014	11:41:00 AM	L.Roberts	E.G.Reese	SMALL PURPLE BUTTERFLY		1	2014	Plebejus__melissa	s
7183	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9		Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE5	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	05:45:00 PM	C.H.Sweet	-	NOT CAUGHT, SAME AS 38730CHS; Data error: changed date from 8/2/14		1	2014	Plebejus__melissa	s
7184	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9	38730CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/30/2014	02:45:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7185	Plebejus__melissa	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	12611CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	12:12:00 PM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7186	Plebejus__melissa	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	48710LR	Lepidoptera	Lycaenidae	Plebejus		melissa	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/10/2014	04:40:00 PM	L.Roberts	E.G.Reese	LIGHT BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
7187	Plebejus__melissa	HE	NEW	HI	2	HENEWHI	HENEWHI2_1	HEHI2_1	864LR	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ASTALP	ASAL7	Astragalus alpinus	USA	MT	Lewis & Clark Co.	46.7	-111.73	06/04/2014	01:48:00 PM	L.Roberts	E.G.Reese	ORANGE AND GRAY MOTH		1	2014	Plebejus__melissa	s
7188	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9	2486CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	12:09:00 PM	C.H.Sweet	E.G.Reese	GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7189	Plebejus__melissa	HE	NEW	HI	2	HENEWHI	HENEWHI2_2	HEHI2_2	7710PM	Lepidoptera	Lycaenidae	Plebejus		melissa	M	SISLOE	SILO3	Sisymbrium loeselii	USA	MT	Lewis & Clark Co.	46.7	-111.74	07/10/2014	09:46:00 AM	P.M.	E.G.Reese	BUTTERFLY		1	2014	Plebejus__melissa	s
7190	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_4	HEUN1_4		Lepidoptera	Lycaenidae	Plebejus		melissa	F	ALLCER	ALCE3	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.76	07/31/2014	03:11:00 PM	L.Roberts	-	NOT CAUGHT, SAME AS 35730LR BLUE GRAY BUTTERFLY		1	2014	Plebejus__melissa	s
7191	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_9	HEUN1_9		Lepidoptera	Lycaenidae	Plebejus		melissa	M	ALLCER	ALCE4	Allium cernuum	USA	MT	Lewis & Clark Co.	46.74	-111.77	08/06/2014	04:45:00 PM	C.H.Sweet	-	NOT CAUGHT, SAME AS 38730CHS; Data error: changed date from 8/1/14		1	2014	Plebejus__melissa	s
7192	Plebejus__melissa	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	17715JW	Lepidoptera	Lycaenidae	Plebejus		melissa	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Park Co.	45.26	-110.48	07/15/2014	12:55:00 PM	J.Wray	E.G.Reese	PRETTY BUTTERFLY		1	2014	Plebejus__melissa	s
7193	Plebejus__melissa	HE	UN	UN	1	HEUN	HEUN1_1	HEUN1_1	1717CHS	Lepidoptera	Lycaenidae	Plebejus		melissa	M	ACHMIL	ACMI2	Achillea millefolium	USA	MT	Lewis & Clark Co.	46.74	-111.77	07/17/2014	09:45:00 AM	C.H.Sweet	E.G.Reese	BLUE BUTTERFLY		1	2014	Plebejus__melissa	s
412	Apis__mellifera	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8		Hymenoptera	Apidae	Apis		mellifera		SYMORE	SYOR2	Symphoricarpos oreophilus	USA	MT	Lewis & Clark Co.	46.8	-111.8	06/10/2015	02:56:00 PM	F.Ambrose		HONEYBEE; NOT COLLECTED		1	2015	Apis__mellifera	s
413	Apis__mellifera	HE	UN	UN	1	HEUN	HEUN1_2	HEUN1_2	31612LR	Hymenoptera	Apidae	Apis		mellifera	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.74	-111.76	06/12/2014	04:45:00 PM	L.Roberts	E.G.Reese			1	2014	Apis__mellifera	s
414	Apis__mellifera	HE	NEW	HI	2	HENEWHI	HENEWHI2_8	HEHI2_8		Hymenoptera	Apidae	Apis		mellifera		CENSTO	CESTM	Centaurea stoebe	USA	MT	Lewis & Clark Co.	46.71	-111.73	08/06/2015	11:02:00 AM	L.Hamburg		HONEYBEE; NOT COLLECTED		1	2015	Apis__mellifera	s
415	Apis__mellifera	HE	UN	UN	1	HEUN	HEUN1_2	HEUN1_2	28612LR	Hymenoptera	Apidae	Apis		mellifera	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.74	-111.76	06/12/2014	04:45:00 PM	L.Roberts	E.G.Reese			1	2014	Apis__mellifera	s
416	Apis__mellifera	HE	MX	MX	2	HEMX	HEMX2_11	HEMX2_11		Hymenoptera	Apidae	Apis		mellifera	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	07/17/2014	02:35:00 PM	C.H.Sweet		NOT COLLECTED		1	2014	Apis__mellifera	s
417	Apis__mellifera	HE	NEW	HI	1	HENEWHI	HENEWHI1_8	HEHI1_8	3825CQ	Hymenoptera	Apidae	Apis		mellifera	F	VERTHA	VETH	Verbascum thapsus	USA	MT	Lewis & Clark Co.	46.7	-111.72	08/25/2014	11:10:00 AM	C.Qubain	E.G.Reese			1	2014	Apis__mellifera	s
418	Apis__mellifera	HE	UN	UN	3	HEUN	HEUN3_8	HEUN3_8		Hymenoptera	Apidae	Apis		mellifera		SYMORE	SYOR2	Symphoricarpos oreophilus	USA	MT	Lewis & Clark Co.	46.8	-111.8	06/10/2015	02:56:00 PM	F.Ambrose		HONEYBEE; NOT COLLECTED		1	2015	Apis__mellifera	s
419	Apis__mellifera	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	11523LB	Hymenoptera	Apidae	Apis		mellifera	F	CERSPP	CERAS	Cerastium sp	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/23/2014	10:30:00 AM	L.Burkle	H.Ikerd			1	2014	Apis__mellifera	s
