Number	sp	SITE	FIRE_AGE	FIRE_SEVERITY	BLOCK	TREATMENT	TRANSECT_COMBO	transect	FIELD_NO	ORDER	FAMILY	GENUS	SUB_GENUS	SPECIES	SEX	FLOWER_CODE	USDA_CODE	FLOWER_SPECIES	COUNTRY	STATE	COUNTY	LATITUDE	LONGITUDE	DATE	TIME	COLLECTOR	DETERMINED_BY	NOTES	VERIFIED_BY	value	yr	newID	Idlevel
4551	Lasioglossum_Dialictus_marinense	PV	MX	MX	1	PVMX	PVMX1_1	PVMX1_1	9ES61815	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	GERRIC	GERI	Geranium richardsonii	USA	MT	Park Co.	45.26	-110.48	06/18/2015	01:30:00 PM	E.Sawyer	J.Gibbs	S BEE		1	2015	Lasioglossum_Dialictus_marinense	s
4552	Lasioglossum_Dialictus_marinense	PV	MX	MX	1	PVMX	PVMX1_5	PVMX1_5	977JW	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	ROSWOO	ROWO	Rosa woodsii	USA	MT	Park Co.	45.26	-110.48	07/07/2014	10:55:00 AM	J.Wray	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4553	Lasioglossum_Dialictus_marinense	WF	MX	MX	1	WFMX	WFMX1_4	WFMX1_4	8721GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	ALLCER	ALCE2	Allium cernuum	USA	MT	Flathead Co.	48.67	-114.28	07/21/2014	02:20:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4554	Lasioglossum_Dialictus_marinense	WF	MX	MX	2	WFMX	WFMX2_7	WFMX2_7	5730LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.3	07/30/2014	12:00:00 PM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4555	Lasioglossum_Dialictus_marinense	WF	UN	UN	2	WFUN	WFUN2_4	WFUN2_4	5716GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	SEDLAN	SELA	Sedum lanceolatum	USA	MT	Flathead Co.	48.68	-114.33	07/16/2014	01:45:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4556	Lasioglossum_Dialictus_marinense	HE	NEW	HI	2	HENEWHI	HENEWHI2_3	HEHI2_3	9715CHS	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	SISLOE	SILO3	Sisymbrium loeselii	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/15/2014	01:00:00 PM	C.H.Sweet	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4557	Lasioglossum_Dialictus_marinense	WF	UN	UN	2	WFUN	WFUN2_6	WFUN2_6	3710LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CALAPI	CAAP	Calochortus apiculatus	USA	MT	Flathead Co.	48.68	-114.33	07/10/2014	10:40:00 AM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4558	Lasioglossum_Dialictus_marinense	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	24612LR	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CERARV	CEAR4	Cerastium arvense	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/12/2014	02:00:00 PM	L.Roberts	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4559	Lasioglossum_Dialictus_marinense	WF	UN	UN	1	WFUN	WFUN1_9	WFUN1_9	479GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	LINBOR	LIBO3	Linnaea borealis	USA	MT	Flathead Co.	48.68	-114.32	07/09/2014	01:30:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4560	Lasioglossum_Dialictus_marinense	WF	UN	UN	1	WFUN	WFUN1_8	WFUN1_8	372GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	RUBPAR	RUPA	Rubus parviflorus	USA	MT	Flathead Co.	48.68	-114.32	07/02/2014	10:30:00 AM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4561	Lasioglossum_Dialictus_marinense	WF	NEW	HI	1	WFNEWHI	WFNEWHI1_1	WFHI1_1	8624ER	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	06/24/2014	11:42:00 AM	E.G.Reese	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4562	Lasioglossum_Dialictus_marinense	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	12523LB	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	TAROFF	TAOF	Taraxacum officinale	USA	MT	Lewis & Clark Co.	46.69	-111.71	05/23/2014	10:30:00 AM	L.Burkle	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4563	Lasioglossum_Dialictus_marinense	WF	MX	MX	2	WFMX	WFMX2_8	WFMX2_8	5715GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.29	07/15/2014	02:10:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4564	Lasioglossum_Dialictus_marinense	WF	NEW	HI	1	WFNEWHI	WFNEWHI1_3	WFHI1_3	2573GH	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	07/03/2014	05:40:00 PM	G.Hoffman	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4565	Lasioglossum_Dialictus_marinense	WF	UN	UN	2	WFUN	WFUN2_2	WFUN2_2	373LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	01:40:00 PM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4566	Lasioglossum_Dialictus_marinense	WF	UN	UN	2	WFUN	WFUN2_2	WFUN2_2	273LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.68	-114.33	07/03/2014	01:40:00 PM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4567	Lasioglossum_Dialictus_marinense	WF	NEW	HI	1	WFNEWHI	WFNEWHI1_6	WFHI1_6	873LC	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	07/03/2014	04:00:00 PM	L.Clark	E.G.Reese			1	2014	Lasioglossum_Dialictus_marinense	s
4568	Lasioglossum_Dialictus_marinense	HE	MX	MX	2	HEMX	HEMX2_4	HEMX2_4	3ER6515	Hymenoptera	Halictidae	Lasioglossum	Dialictus	marinense	F	PENERI	PEER	Penstemon eriantherus	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/05/2015	10:29:00 AM	E.G.Reese	E.G.Reese	SM.BEE		1	2015	Lasioglossum_Dialictus_marinense	s
3170	Dufourea__maura	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_5	PVHI2_5	4ES7215	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.49	07/02/2015	11:27:00 AM	E.Sawyer	E.G.Reese	M BLACK BEE		1	2015	Dufourea__maura	s
3171	Dufourea__maura	PV	MX	MX	1	PVMX	PVMX1_4	PVMX1_4	5ES62515	Hymenoptera	Halictidae	Dufourea		maura	M	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.48	06/25/2015	12:25:00 PM	E.Sawyer	E.G.Reese	M BLACK		1	2015	Dufourea__maura	s
3172	Dufourea__maura	HE	MX	MX	1	HEMX	HEMX1_2	HEMX1_2	18621JW	Hymenoptera	Halictidae	Dufourea		maura	M	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.69	-111.72	06/21/2014	02:55:00 PM	J.Wray	S.Burrows			1	2014	Dufourea__maura	s
3173	Dufourea__maura	PV	MX	MX	1	PVMX	PVMX1_1	PVMX1_1	8723CQ	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.48	07/23/2014	11:10:00 AM	C.Qubain	S.Burrows			1	2014	Dufourea__maura	s
3174	Dufourea__maura	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	4373LR	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/03/2014	03:10:00 PM	L.Roberts	E.G.Reese			1	2014	Dufourea__maura	s
3175	Dufourea__maura	HE	MX	MX	1	HEMX	HEMX1_2	HEMX1_2	1879LR	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.69	-111.72	07/09/2014	11:20:00 AM	L.Roberts	E.G.Reese			1	2014	Dufourea__maura	s
3176	Dufourea__maura	PV	MX	MX	2	PVMX	PVMX2_5	PVMX2_5	3583CQ	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.47	08/03/2014	03:40:00 PM	C.Qubain	S.Burrows			1	2014	Dufourea__maura	s
3177	Dufourea__maura	HE	NEW	HI	2	HENEWHI	HENEWHI2_7	HEHI2_7	6LH62215	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.71	-111.74	06/22/2015	10:20:00 AM	L.Hamburg	E.G.Reese	M BLACK BEE		1	2015	Dufourea__maura	s
3178	Dufourea__maura	HE	UN	UN	3	HEUN	HEUN3_3	HEUN3_3	56728LR	Hymenoptera	Halictidae	Dufourea		maura	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/28/2014	04:50:00 PM	L.Roberts	S.Burrows			1	2014	Dufourea__maura	s
3179	Dufourea__maura	PV	MX	MX	2	PVMX	PVMX2_8	PVMX2_8	6ES71615	Hymenoptera	Halictidae	Dufourea		maura	M	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.47	07/16/2015	02:08:00 PM	E.Sawyer	E.G.Reese	BLACK LONG BEE		1	2015	Dufourea__maura	s
7092	Platycheirus__melanistic.sp.complx	PV	NEW	HI	2	PVNEWHI	PVNEWHI2_2	PVHI2_2	4815CQ	Diptera	Syrphidae	Platycheirus		melanistic sp.complx	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Park Co.	45.26	-110.49	08/14/2014	09:10:00 AM	C.Qubain	E.G.Reese	SWEAT BEE?		1	2014	Platycheirus__melanistic.sp.complx	s
7093	Platycheirus__melanistic.sp.complx	PV	MX	MX	2	PVMX	PVMX2_2	PVMX2_2	3729CQ	Diptera	Syrphidae	Platycheirus		melanistic sp.complx	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.27	-110.47	07/29/2014	10:40:00 AM	C.Qubain	E.G.Reese	SWEAT BEE?		1	2014	Platycheirus__melanistic.sp.complx	s
127	Andrena__melanochroa	PV	UN	UN	2	PVUN	PVUN2_9	PVUN2_9	2ES7115	Hymenoptera	Andrenidae	Andrena		melanochroa	F	FRAVIR	FRVI	Fragaria virginiana	USA	MT	Park Co.	45.25	-110.41	07/01/2015	02:26:00 PM	E.Sawyer	H.Ikerd	S BEE		1	2015	Andrena__melanochroa	l2
128	Andrena__melanochroa	HE	MX	MX	1	HEMX	HEMX1_12	HEMX1_12	8LH61015	Hymenoptera	Andrenidae	Andrena		melanochroa	F	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/10/2015	12:05:00 PM	L.Hamburg	H.Ikerd	S BEE		1	2015	Andrena__melanochroa	l2
5117	Megachile__melanophaea	HE	UN	UN	1	HEUN	HEUN1_6	HEUN1_6	26FA61015	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDBOR	HEBO	Hedysarum boreale	USA	MT	Lewis & Clark Co.	46.74	-111.76	06/10/2015	04:02:00 PM	F.Ambrose	E.G.Reese	BUMBLE BEE		1	2015	Megachile__melanophaea	s
5118	Megachile__melanophaea	PV	MX	MX	2	PVMX	PVMX2_2	PVMX2_2	3083CQ	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.27	-110.47	08/03/2014	03:00:00 PM	C.Qubain	T.Griswold			1	2014	Megachile__melanophaea	s
5119	Megachile__melanophaea	PV	MX	MX	1	PVMX	PVMX1_9	PVMX1_9	31715CQ	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/15/2014	02:00:00 PM	C.Qubain	E.G.Reese			1	2014	Megachile__melanophaea	s
5120	Megachile__melanophaea	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	19710LR	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/10/2014	10:15:00 AM	L.Roberts	E.G.Reese			1	2014	Megachile__melanophaea	s
5121	Megachile__melanophaea	HE	NEW	HI	1	HENEWHI	HENEWHI1_3	HEHI1_3	13620JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	LUPSER	LUSE4	Lupinus sericeus	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/20/2014	05:40:00 PM	J.Wray	T.Griswold			1	2014	Megachile__melanophaea	s
5122	Megachile__melanophaea	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_7	PVHI1_7	3ES62915	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	06/29/2015	10:55:00 AM	E.Sawyer	E.G.Reese	FUZZY BEE		1	2015	Megachile__melanophaea	s
5123	Megachile__melanophaea	PV	MX	MX	1	PVMX	PVMX1_6	PVMX1_6	8ES7215	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/02/2015	02:18:00 PM	E.Sawyer	E.G.Reese	BLACK BEE		1	2015	Megachile__melanophaea	s
5124	Megachile__melanophaea	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	1978JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/08/2014	03:25:00 PM	J.Wray	E.G.Reese			1	2014	Megachile__melanophaea	s
5125	Megachile__melanophaea	HE	NEW	HI	2	HENEWHI	HENEWHI2_6	HEHI2_6	18710LR	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.71	-111.74	07/10/2014	10:15:00 AM	L.Roberts	E.G.Reese			1	2014	Megachile__melanophaea	s
5126	Megachile__melanophaea	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_9	PVHI1_9	573JW	Hymenoptera	Megachilidae	Megachile		melanophaea	M	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.47	07/03/2014	10:45:00 AM	J.Wray	E.G.Reese			1	2014	Megachile__melanophaea	s
5127	Megachile__melanophaea	PV	MX	MX	2	PVMX	PVMX2_7	PVMX2_7	7729JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.47	07/29/2014	11:12:00 AM	J.Wray	E.G.Reese			1	2014	Megachile__melanophaea	s
5128	Megachile__melanophaea	HE	MX	MX	1	HEMX	HEMX1_3	HEMX1_3	26LH61715	Hymenoptera	Megachilidae	Megachile		melanophaea	M	ASTAGR	ASAG2	Astragalus agrestis	USA	MT	Lewis & Clark Co.	46.7	-111.72	06/17/2015	02:48:00 PM	L.Hamburg	E.G.Reese	MED BALCK BEE		1	2015	Megachile__melanophaea	s
5129	Megachile__melanophaea	HE	MX	MX	1	HEMX	HEMX1_5	HEMX1_5	26FA61715	Hymenoptera	Megachilidae	Megachile		melanophaea	M	ASTGRA	ASGR3	Astragalus gracilis	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/17/2015	03:55:00 PM	F.Ambrose	E.G.Reese	L BEE		1	2015	Megachile__melanophaea	s
5130	Megachile__melanophaea	HE	UN	UN	3	HEUN	HEUN3_4	HEUN3_4	7714LR	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/14/2014	11:50:00 AM	L.Roberts	E.G.Reese			1	2014	Megachile__melanophaea	s
5131	Megachile__melanophaea	PV	MX	MX	2	PVMX	PVMX2_7	PVMX2_7	8729JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Park Co.	45.26	-110.47	07/29/2014	11:12:00 AM	J.Wray	E.G.Reese			1	2014	Megachile__melanophaea	s
5132	Megachile__melanophaea	HE	MX	MX	2	HEMX	HEMX2_2	HEMX2_2	22611LR	Hymenoptera	Megachilidae	Megachile		melanophaea	M	ASTLAX	ASLAR	Astragalus laxmannii	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/11/2014	04:30:00 PM	L.Roberts	E.G.Reese			1	2014	Megachile__melanophaea	s
5133	Megachile__melanophaea	HE	UN	UN	3	HEUN	HEUN3_4	HEUN3_4	13630BM	Hymenoptera	Megachilidae	Megachile		melanophaea	F	CAMROT	CARO2	Campanula rotundifolia	USA	MT	Lewis & Clark Co.	46.8	-111.79	06/30/2014	06:10:00 PM	B.M.	E.G.Reese			1	2014	Megachile__melanophaea	s
5134	Megachile__melanophaea	HE	MX	MX	2	HEMX	HEMX2_10	HEMX2_10	365JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	ASTMIS	ASMI9	Astragalus miser	USA	MT	Lewis & Clark Co.	46.69	-111.71	06/05/2014	11:25:00 AM	J.Wray	T.Griswold			1	2014	Megachile__melanophaea	s
5135	Megachile__melanophaea	HE	NEW	HI	1	HENEWHI	HENEWHI1_5	HEHI1_5	19703BM	Hymenoptera	Megachilidae	Megachile		melanophaea	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.72	07/03/2014	11:50:00 AM	B.M.	E.G.Reese			1	2014	Megachile__melanophaea	s
5136	Megachile__melanophaea	PV	MX	MX	2	PVMX	PVMX2_4	PVMX2_4	1278JW	Hymenoptera	Megachilidae	Megachile		melanophaea	F	HEDSUL	HESU	Hedysarum sulphurescens	USA	MT	Park Co.	45.26	-110.48	07/08/2014	12:55:00 PM	J.Wray	E.G.Reese			1	2014	Megachile__melanophaea	s
5137	Megachile__melanophaea	PV	MX	MX	2	PVMX	PVMX2_7	PVMX2_7	15723CQ	Hymenoptera	Megachilidae	Megachile		melanophaea	F	TRIREP	TRRE3	Trifolium repens	USA	MT	Park Co.	45.26	-110.47	07/23/2014	02:20:00 PM	C.Qubain	E.G.Reese			1	2014	Megachile__melanophaea	s
2043	Bombus__melanopygus	WF	UN	UN	1	WFUN	WFUN1_8	WFUN1_8	4723LC	Hymenoptera	Apidae	Bombus		melanopygus	F	PEDRAC	PERA	Pedicularis racemosa	USA	MT	Flathead Co.	48.68	-114.32	07/23/2014	11:50:00 AM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
2044	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_1	WFMX2_1	17721GH	Hymenoptera	Apidae	Bombus		melanopygus	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.67	-114.29	07/21/2014	04:20:00 PM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2045	Bombus__melanopygus	WF	UN	UN	1	WFUN	WFUN1_7	WFUN1_7	472GH	Hymenoptera	Apidae	Bombus		melanopygus	F	PENATT	PEAT3	Penstemon attenuatus	USA	MT	Flathead Co.	48.68	-114.31	07/02/2014	11:20:00 AM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2046	Bombus__melanopygus	WF	NEW	HI	2	WFNEWHI	WFNEWHI2_5	WFHI2_5	4625ER	Hymenoptera	Apidae	Bombus		melanopygus	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.66	-114.3	06/25/2014	11:27:00 AM	E.G.Reese	E.G.Reese			1	2014	Bombus__melanopygus	s
2047	Bombus__melanopygus	PV	UN	UN	2	PVUN	PVUN2_4	PVUN2_4	1811CQ	Hymenoptera	Apidae	Bombus		melanopygus	F	PYRASA	PYAS	Pyrola asarifolia	USA	MT	Park Co.	45.26	-110.48	08/11/2014	10:35:00 AM	C.Qubain	E.G.Reese			1	2014	Bombus__melanopygus	s
2048	Bombus__melanopygus	WF	UN	UN	2	WFUN	WFUN2_9	WFUN2_9	1728LC	Hymenoptera	Apidae	Bombus		melanopygus	M	CHIUMB	CHUM	Chimaphila umbellata	USA	MT	Flathead Co.	48.68	-114.33	07/28/2014	10:20:00 AM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
2049	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_1	WFMX2_1	14721GH	Hymenoptera	Apidae	Bombus		melanopygus	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.67	-114.29	07/21/2014	04:20:00 PM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2050	Bombus__melanopygus	WF	UN	UN	1	WFUN	WFUN1_3	WFUN1_3	579LC	Hymenoptera	Apidae	Bombus		melanopygus	F	PEDRAC	PERA	Pedicularis racemosa	USA	MT	Flathead Co.	48.68	-114.32	07/09/2014	01:50:00 PM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
2051	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_4	WFMX2_4	1624ER	Hymenoptera	Apidae	Bombus		melanopygus	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.68	-114.3	06/24/2014	08:26:00 AM	E.G.Reese	E.G.Reese			1	2014	Bombus__melanopygus	s
2052	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_6	WFMX2_6	12730GH	Hymenoptera	Apidae	Bombus		melanopygus	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.3	07/30/2014	12:20:00 PM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2053	Bombus__melanopygus	WF	UN	UN	2	WFUN	WFUN2_4	WFUN2_4	1630GH	Hymenoptera	Apidae	Bombus		melanopygus	F	PENATT	PEAT3	Penstemon attenuatus	USA	MT	Flathead Co.	48.68	-114.33	06/30/2014	11:10:00 AM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2054	Bombus__melanopygus	WF	NEW	HI	2	WFNEWHI	WFNEWHI2_7	WFHI2_7	16722GH	Hymenoptera	Apidae	Bombus		melanopygus	M	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.66	-114.3	07/22/2014	03:40:00 PM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2055	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_8	WFMX2_8	4JN7715	Hymenoptera	Apidae	Bombus		melanopygus	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.29	07/07/2015	04:35:00 PM	J.Neville	E.G.Reese	BIG YELLOW ORANGE		1	2015	Bombus__melanopygus	s
2056	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_6	WFMX2_6	1624GH	Hymenoptera	Apidae	Bombus		melanopygus	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.68	-114.3	06/24/2014	08:30:00 AM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2057	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_4	WFMX2_4	7730LC	Hymenoptera	Apidae	Bombus		melanopygus	F	CHAANG	CHAN9	Chamerion angustifolium	USA	MT	Flathead Co.	48.68	-114.3	07/30/2014	12:45:00 PM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
2058	Bombus__melanopygus	PV	NEW	HI	1	PVNEWHI	PVNEWHI1_1	PVHI1_1	19725CQ	Hymenoptera	Apidae	Bombus		melanopygus	F	SPIBET	SPBE2	Spiraea betulifolia	USA	MT	Park Co.	45.26	-110.47	07/25/2014	01:55:00 PM	C.Qubain	E.G.Reese			1	2014	Bombus__melanopygus	s
2059	Bombus__melanopygus	WF	MX	MX	2	WFMX	WFMX2_4	WFMX2_4	2624ER	Hymenoptera	Apidae	Bombus		melanopygus	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.68	-114.3	06/24/2014	08:26:00 AM	E.G.Reese	E.G.Reese			1	2014	Bombus__melanopygus	s
2060	Bombus__melanopygus	WF	UN	UN	1	WFUN	WFUN1_8	WFUN1_8	24730GH	Hymenoptera	Apidae	Bombus		melanopygus	M	CHIUMB	CHUM	Chimaphila umbellata	USA	MT	Flathead Co.	48.68	-114.32	07/30/2014	03:33:00 PM	G.Hoffman	E.G.Reese			1	2014	Bombus__melanopygus	s
2061	Bombus__melanopygus	WF	UN	UN	1	WFUN	WFUN1_6	WFUN1_6	8723LC	Hymenoptera	Apidae	Bombus		melanopygus	M	CHIUMB	CHUM	Chimaphila umbellata	USA	MT	Flathead Co.	48.68	-114.32	07/23/2014	01:40:00 PM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
2062	Bombus__melanopygus	WF	MX	MX	1	WFMX	WFMX1_1	WFMX1_1	4623LC	Hymenoptera	Apidae	Bombus		melanopygus	F	CEAVEL	CEVE	Ceanothus velutinus	USA	MT	Flathead Co.	48.67	-114.28	06/23/2014	03:00:00 PM	L.Clark	E.G.Reese			1	2014	Bombus__melanopygus	s
7307	Strymon__melinus	HE	NEW	HI	2	HENEWHI	HENEWHI2_2	HEHI2_2	6687CHS	Lepidoptera	Lycaenidae	Strymon		melinus	M	MELOFF	MEOF	Melilotus officinalis	USA	MT	Lewis & Clark Co.	46.7	-111.74	08/07/2014	04:28:00 PM	C.H.Sweet	E.G.Reese	GREY BUTTERFLY		1	2014	Strymon__melinus	s
7308	Strymon__melinus	HE	UN	UN	3	HEUN	HEUN3_12	HEUN3_12	3723CHS	Lepidoptera	Lycaenidae	Strymon		melinus	M	TRADUB	TRDU	Tragopogon dubius	USA	MT	Lewis & Clark Co.	46.8	-111.79	07/23/2014	11:00:00 AM	C.H.Sweet	E.G.Reese	ORANGE BUTTERFLY		1	2014	Strymon__melinus	s
